destino,aerolinea,horaPrevista,horaSalida,temperatura,presion,velocidadViento,direccionViento,visibilidad,tipoNubosidad,alturaNubosidad,retrasado
La Palma,Iberia Express,11:45,12:02,10,1016,5,N,10000,Mayormente despejado,2438,Si
La Palma,American Airlines,11:45,12:02,10,1016,5,N,10000,Mayormente despejado,2438,Si
La Palma,British Airways,11:45,12:02,10,1016,5,N,10000,Mayormente despejado,2438,Si
La Palma,Iberia,11:45,12:02,10,1016,5,N,10000,Mayormente despejado,2438,Si
Dublin,Aer Lingus,11:45,11:47,10,1016,5,N,10000,Mayormente despejado,2438,Si
Dublin,British Airways,11:45,11:47,10,1016,5,N,10000,Mayormente despejado,2438,Si
Dublin,Etihad Airways,11:45,11:47,10,1016,5,N,10000,Mayormente despejado,2438,Si
Panama City,Iberia,11:50,12:55,10,1016,5,N,10000,Mayormente despejado,2438,Si
Panama City,British Airways,11:50,12:55,10,1016,5,N,10000,Mayormente despejado,2438,Si
Panama City,Copa Airlines,11:50,12:55,10,1016,5,N,10000,Mayormente despejado,2438,Si
Panama City,El Al,11:50,12:55,10,1016,5,N,10000,Mayormente despejado,2438,Si
Panama City,Qatar Airways,11:50,12:55,10,1016,5,N,10000,Mayormente despejado,2438,Si
Quito,Iberia,11:50,11:51,10,1016,5,N,10000,Mayormente despejado,2438,Si
Quito,LAN Airlines,11:50,11:51,10,1016,5,N,10000,Mayormente despejado,2438,Si
Quito,Qatar Airways,11:50,11:51,10,1016,5,N,10000,Mayormente despejado,2438,Si
Rio de Janeiro,Iberia,11:50,11:53,10,1016,5,N,10000,Mayormente despejado,2438,Si
Rio de Janeiro,British Airways,11:50,11:53,10,1016,5,N,10000,Mayormente despejado,2438,Si
Rio de Janeiro,Cathay Pacific,11:50,11:53,10,1016,5,N,10000,Mayormente despejado,2438,Si
Rio de Janeiro,LAN Airlines,11:50,11:53,10,1016,5,N,10000,Mayormente despejado,2438,Si
Rio de Janeiro,El Al,11:50,11:53,10,1016,5,N,10000,Mayormente despejado,2438,Si
Rio de Janeiro,Qatar Airways,11:50,11:53,10,1016,5,N,10000,Mayormente despejado,2438,Si
Seville,Iberia Express,11:50,11:58,10,1016,5,N,10000,Mayormente despejado,2438,Si
Seville,Iberia,11:50,11:58,10,1016,5,N,10000,Mayormente despejado,2438,Si
Tenerife,Air Europa,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Tenerife,Air France,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Tenerife,Delta Air Lines,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Tenerife,Etihad Airways,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Tenerife,KLM,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Tenerife,Aeroflot,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Paris,Iberia,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Paris,American Airlines,11:50,11:59,10,1016,5,N,10000,Mayormente despejado,2438,Si
Shanghai,Iberia,11:55,12:01,10,1016,5,N,10000,Mayormente despejado,2438,Si
Shanghai,Hainan Airlines,11:55,12:01,10,1016,5,N,10000,Mayormente despejado,2438,Si
Barcelona,Vueling,11:55,12:01,10,1016,5,N,10000,Mayormente despejado,2438,Si
Barcelona,Iberia,11:55,12:01,10,1016,5,N,10000,Mayormente despejado,2438,Si
Malaga,Air Nostrum,11:55,11:54,10,1016,5,N,10000,Mayormente despejado,2438,No
Malaga,American Airlines,11:55,11:54,10,1016,5,N,10000,Mayormente despejado,2438,No
Malaga,Cathay Pacific,11:55,11:54,10,1016,5,N,10000,Mayormente despejado,2438,No
Malaga,Qatar Airways,11:55,11:54,10,1016,5,N,10000,Mayormente despejado,2438,No
Malaga,Iberia,11:55,11:54,10,1016,5,N,10000,Mayormente despejado,2438,No
Bilbao,Iberia,11:55,11:49,10,1016,5,N,10000,Mayormente despejado,2438,No
Bilbao,American Airlines,11:55,11:49,10,1016,5,N,10000,Mayormente despejado,2438,No
Bilbao,Avianca,11:55,11:49,10,1016,5,N,10000,Mayormente despejado,2438,No
Bilbao,British Airways,11:55,11:49,10,1016,5,N,10000,Mayormente despejado,2438,No
Bilbao,Cathay Pacific,11:55,11:49,10,1016,5,N,10000,Mayormente despejado,2438,No
Bilbao,LAN Airlines,11:55,11:49,10,1016,5,N,10000,Mayormente despejado,2438,No
Bilbao,Qatar Airways,11:55,11:49,10,1016,5,N,10000,Mayormente despejado,2438,No
Bogota,Iberia,12:00,12:10,12,1016,18,S,10000,Mayormente despejado,2438,Si
Bogota,British Airways,12:00,12:10,12,1016,18,S,10000,Mayormente despejado,2438,Si
Bogota,LAN Airlines,12:00,12:10,12,1016,18,S,10000,Mayormente despejado,2438,Si
Bogota,El Al,12:00,12:10,12,1016,18,S,10000,Mayormente despejado,2438,Si
Bogota,Qatar Airways,12:00,12:10,12,1016,18,S,10000,Mayormente despejado,2438,Si
Alicante,Air Nostrum,12:00,12:02,12,1016,18,S,10000,Mayormente despejado,2438,Si
Alicante,American Airlines,12:00,12:02,12,1016,18,S,10000,Mayormente despejado,2438,Si
Alicante,Cathay Pacific,12:00,12:02,12,1016,18,S,10000,Mayormente despejado,2438,Si
Alicante,Qatar Airways,12:00,12:02,12,1016,18,S,10000,Mayormente despejado,2438,Si
Alicante,Iberia,12:00,12:02,12,1016,18,S,10000,Mayormente despejado,2438,Si
Granada,Air Nostrum,12:00,11:58,12,1016,18,S,10000,Mayormente despejado,2438,No
Granada,American Airlines,12:00,11:58,12,1016,18,S,10000,Mayormente despejado,2438,No
Granada,Qatar Airways,12:00,11:58,12,1016,18,S,10000,Mayormente despejado,2438,No
Granada,Iberia,12:00,11:58,12,1016,18,S,10000,Mayormente despejado,2438,No
Prague,Iberia,12:05,12:08,12,1016,18,S,10000,Mayormente despejado,2438,Si
Prague,American Airlines,12:05,12:08,12,1016,18,S,10000,Mayormente despejado,2438,Si
Prague,Czech Airlines,12:05,12:08,12,1016,18,S,10000,Mayormente despejado,2438,Si
Munich,Lufthansa,12:05,12:09,12,1016,18,S,10000,Mayormente despejado,2438,Si
Munich,Air Canada,12:05,12:09,12,1016,18,S,10000,Mayormente despejado,2438,Si
Munich,Avianca,12:05,12:09,12,1016,18,S,10000,Mayormente despejado,2438,Si
Munich,Austrian Airlines,12:05,12:09,12,1016,18,S,10000,Mayormente despejado,2438,Si
Munich,SAS,12:05,12:09,12,1016,18,S,10000,Mayormente despejado,2438,Si
Guatemala City,Iberia,12:10,07:15,12,1016,18,S,10000,Mayormente despejado,2438,No
Guatemala City,British Airways,12:10,07:15,12,1016,18,S,10000,Mayormente despejado,2438,No
Lisbon,TAP Portugal,12:10,12:17,12,1016,18,S,10000,Mayormente despejado,2438,Si
Lisbon,Etihad Airways,12:10,12:17,12,1016,18,S,10000,Mayormente despejado,2438,Si
Lisbon,El Al,12:10,12:17,12,1016,18,S,10000,Mayormente despejado,2438,Si
Lisbon,Azores Airlines,12:10,12:17,12,1016,18,S,10000,Mayormente despejado,2438,Si
Caracas,Iberia,12:15,12:11,12,1016,18,S,10000,Mayormente despejado,2438,No
Caracas,British Airways,12:15,12:11,12,1016,18,S,10000,Mayormente despejado,2438,No
Tel Aviv,El Al,12:15,13:12,12,1016,18,S,10000,Mayormente despejado,2438,Si
Tel Aviv,American Airlines,12:15,13:12,12,1016,18,S,10000,Mayormente despejado,2438,Si
Tel Aviv,Aerolineas Argentinas,12:15,13:12,12,1016,18,S,10000,Mayormente despejado,2438,Si
Tel Aviv,Iberia,12:15,13:12,12,1016,18,S,10000,Mayormente despejado,2438,Si
Bucharest,Tarom,12:15,12:30,12,1016,18,S,10000,Mayormente despejado,2438,Si
Bucharest,Air Europa,12:15,12:30,12,1016,18,S,10000,Mayormente despejado,2438,Si
Istanbul,Turkish Airlines,12:15,12:15,12,1016,18,S,10000,Mayormente despejado,2438,No
Istanbul,Avianca,12:15,12:15,12,1016,18,S,10000,Mayormente despejado,2438,No
Istanbul,Uzbekistan Airways,12:15,12:15,12,1016,18,S,10000,Mayormente despejado,2438,No
Istanbul,Air Europa,12:15,12:15,12,1016,18,S,10000,Mayormente despejado,2438,No
Miami,Iberia,12:20,12:17,12,1016,18,S,10000,Mayormente despejado,2438,No
Miami,American Airlines,12:20,12:17,12,1016,18,S,10000,Mayormente despejado,2438,No
Miami,Finnair,12:20,12:17,12,1016,18,S,10000,Mayormente despejado,2438,No
Miami,British Airways,12:20,12:17,12,1016,18,S,10000,Mayormente despejado,2438,No
Los Angeles,Iberia,12:20,12:19,12,1016,18,S,10000,Mayormente despejado,2438,No
Los Angeles,American Airlines,12:20,12:19,12,1016,18,S,10000,Mayormente despejado,2438,No
Los Angeles,Finnair,12:20,12:19,12,1016,18,S,10000,Mayormente despejado,2438,No
Los Angeles,British Airways,12:20,12:19,12,1016,18,S,10000,Mayormente despejado,2438,No
Mahon,Air Nostrum,12:20,12:14,12,1016,18,S,10000,Mayormente despejado,2438,No
Mahon,American Airlines,12:20,12:14,12,1016,18,S,10000,Mayormente despejado,2438,No
Mahon,Qatar Airways,12:20,12:14,12,1016,18,S,10000,Mayormente despejado,2438,No
Mahon,Iberia,12:20,12:14,12,1016,18,S,10000,Mayormente despejado,2438,No
Zagreb,Iberia,12:25,12:23,12,1016,18,S,10000,Mayormente despejado,2438,No
Zagreb,American Airlines,12:25,12:23,12,1016,18,S,10000,Mayormente despejado,2438,No
New York,Iberia,12:30,12:45,12,1016,18,S,10000,Mayormente despejado,610,Si
New York,American Airlines,12:30,12:45,12,1016,18,S,10000,Mayormente despejado,610,Si
New York,Finnair,12:30,12:45,12,1016,18,S,10000,Mayormente despejado,610,Si
New York,British Airways,12:30,12:45,12,1016,18,S,10000,Mayormente despejado,610,Si
London,British Airways,12:30,12:34,12,1016,18,S,10000,Mayormente despejado,610,Si
London,American Airlines,12:30,12:34,12,1016,18,S,10000,Mayormente despejado,610,Si
London,Iberia,12:30,12:34,12,1016,18,S,10000,Mayormente despejado,610,Si
London,Japan Airlines,12:30,12:34,12,1016,18,S,10000,Mayormente despejado,610,Si
Algiers,Air Algerie,12:30,14:16,12,1016,18,S,10000,Mayormente despejado,610,Si
Paris,Air France,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Paris,Delta Air Lines,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Paris,Korean Air,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Paris,Atlasjet,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Paris,Air Mauritius,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Paris,China Eastern Airlines,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Paris,Air Austral,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Paris,Air Europa,12:35,12:28,12,1016,18,S,10000,Mayormente despejado,610,No
Brussels,Brussels Airlines,12:40,13:02,12,1016,18,S,10000,Mayormente despejado,610,Si
Brussels,Lufthansa,12:40,13:02,12,1016,18,S,10000,Mayormente despejado,610,Si
Almeria,Air Nostrum,12:45,12:50,12,1016,18,S,10000,Mayormente despejado,610,Si
Almeria,American Airlines,12:45,12:50,12,1016,18,S,10000,Mayormente despejado,610,Si
Almeria,Qatar Airways,12:45,12:50,12,1016,18,S,10000,Mayormente despejado,610,Si
Almeria,Iberia,12:45,12:50,12,1016,18,S,10000,Mayormente despejado,610,Si
Las Palmas,Iberia Express,12:45,12:40,12,1016,18,S,10000,Mayormente despejado,610,No
Las Palmas,American Airlines,12:45,12:40,12,1016,18,S,10000,Mayormente despejado,610,No
Las Palmas,British Airways,12:45,12:40,12,1016,18,S,10000,Mayormente despejado,610,No
Las Palmas,Iberia,12:45,12:40,12,1016,18,S,10000,Mayormente despejado,610,No
Las Palmas,Qatar Airways,12:45,12:40,12,1016,18,S,10000,Mayormente despejado,610,No
Caracas,Estelar,12:50,13:03,12,1016,18,S,10000,Mayormente despejado,610,Si
London,British Airways,12:55,13:12,12,1016,18,S,10000,Mayormente despejado,610,Si
London,American Airlines,12:55,13:12,12,1016,18,S,10000,Mayormente despejado,610,Si
Medellin,Avianca,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Medellin,Air China,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Medellin,Etihad Airways,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Medellin,Turkish Airlines,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Philadelphia,American Airlines,13:00,12:45,12,1016,7,SO,10000,Mayormente despejado,1219,No
Philadelphia,Finnair,13:00,12:45,12,1016,7,SO,10000,Mayormente despejado,1219,No
Philadelphia,British Airways,13:00,12:45,12,1016,7,SO,10000,Mayormente despejado,1219,No
Philadelphia,Iberia,13:00,12:45,12,1016,7,SO,10000,Mayormente despejado,1219,No
Philadelphia,El Al,13:00,12:45,12,1016,7,SO,10000,Mayormente despejado,1219,No
Amsterdam,KLM,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,China Airlines,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,China Southern Airlines,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,Delta Air Lines,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,Etihad Airways,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,Garuda Indonesia,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,Xiamen Airlines,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,China Eastern Airlines,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Amsterdam,Air Europa,13:00,13:06,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Lima,Iberia,13:05,13:05,12,1016,7,SO,10000,Mayormente despejado,1219,No
Lima,British Airways,13:05,13:05,12,1016,7,SO,10000,Mayormente despejado,1219,No
Lima,Cathay Pacific,13:05,13:05,12,1016,7,SO,10000,Mayormente despejado,1219,No
Lima,LAN Airlines,13:05,13:05,12,1016,7,SO,10000,Mayormente despejado,1219,No
Lima,El Al,13:05,13:05,12,1016,7,SO,10000,Mayormente despejado,1219,No
Lima,Qatar Airways,13:05,13:05,12,1016,7,SO,10000,Mayormente despejado,1219,No
London,Ryanair,13:05,13:05,12,1016,7,SO,10000,Mayormente despejado,1219,No
Mexico City,Iberia,13:15,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Mexico City,Finnair,13:15,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Mexico City,British Airways,13:15,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Mexico City,El Al,13:15,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Mexico City,Qatar Airways,13:15,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,Si
Milan,Iberia,13:15,13:15,12,1016,7,SO,10000,Mayormente despejado,1219,No
Milan,American Airlines,13:15,13:15,12,1016,7,SO,10000,Mayormente despejado,1219,No
Milan,Meridiana,13:15,13:15,12,1016,7,SO,10000,Mayormente despejado,1219,No
Barcelona,Iberia,13:15,13:14,12,1016,7,SO,10000,Mayormente despejado,1219,No
Athens,Aegean Airlines,13:15,13:13,12,1016,7,SO,10000,Mayormente despejado,1219,No
Athens,TAP Portugal,13:15,13:13,12,1016,7,SO,10000,Mayormente despejado,1219,No
Milan,Air Europa,13:20,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,No
Milan,Alitalia,13:20,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,No
Milan,Etihad Airways,13:20,13:18,12,1016,7,SO,10000,Mayormente despejado,1219,No
London,Iberia,13:20,13:13,12,1016,7,SO,10000,Mayormente despejado,1219,No
London,American Airlines,13:20,13:13,12,1016,7,SO,10000,Mayormente despejado,1219,No
London,British Airways,13:20,13:13,12,1016,7,SO,10000,Mayormente despejado,1219,No
London,LAN Airlines,13:20,13:13,12,1016,7,SO,10000,Mayormente despejado,1219,No
Rome,Air Europa,13:20,13:17,12,1016,7,SO,10000,Mayormente despejado,1219,No
Rome,Alitalia,13:20,13:17,12,1016,7,SO,10000,Mayormente despejado,1219,No
Rome,Etihad Airways,13:20,13:17,12,1016,7,SO,10000,Mayormente despejado,1219,No
Rome,AirSERBIA,13:20,13:17,12,1016,7,SO,10000,Mayormente despejado,1219,No
Frankfurt,Lufthansa,13:30,13:33,12,1015,9,O,10000,Mayormente despejado,1219,Si
Frankfurt,Air Canada,13:30,13:33,12,1015,9,O,10000,Mayormente despejado,1219,Si
Frankfurt,Air China,13:30,13:33,12,1015,9,O,10000,Mayormente despejado,1219,Si
Frankfurt,Austrian Airlines,13:30,13:33,12,1015,9,O,10000,Mayormente despejado,1219,Si
Frankfurt,SAS,13:30,13:33,12,1015,9,O,10000,Mayormente despejado,1219,Si
Frankfurt,United Airlines,13:30,13:33,12,1015,9,O,10000,Mayormente despejado,1219,Si
Rabat,Royal Air Maroc,13:30,13:35,12,1015,9,O,10000,Mayormente despejado,1219,Si
Istanbul,Pegasus Airlines,13:35,13:30,12,1015,9,O,10000,Mayormente despejado,1219,No
Bogota,Avianca,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Bogota,Etihad Airways,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Tenerife,Iberia Express,13:50,13:49,12,1015,9,O,10000,Mayormente despejado,1219,No
Tenerife,Iberia,13:50,13:49,12,1015,9,O,10000,Mayormente despejado,1219,No
Palma de Mallorca,Air Europa,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,Air France,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,Alitalia,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,Delta Air Lines,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,AirSERBIA,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,KLM,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,Tarom,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,Aeroflot,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
Palma de Mallorca,Turkish Airlines,13:50,13:53,12,1015,9,O,10000,Mayormente despejado,1219,Si
San Sebastian,Air Nostrum,13:50,13:47,12,1015,9,O,10000,Mayormente despejado,1219,No
San Sebastian,American Airlines,13:50,13:47,12,1015,9,O,10000,Mayormente despejado,1219,No
San Sebastian,Qatar Airways,13:50,13:47,12,1015,9,O,10000,Mayormente despejado,1219,No
San Sebastian,Iberia,13:50,13:47,12,1015,9,O,10000,Mayormente despejado,1219,No
Reykjavik,Norwegian Air International,14:10,14:18,13,1015,5,N,10000,Mayormente despejado,1524,Si
Cali,Avianca,14:10,14:15,13,1015,5,N,10000,Mayormente despejado,1524,Si
Cali,Air China,14:10,14:15,13,1015,5,N,10000,Mayormente despejado,1524,Si
Cali,Etihad Airways,14:10,14:15,13,1015,5,N,10000,Mayormente despejado,1524,Si
Cali,Turkish Airlines,14:10,14:15,13,1015,5,N,10000,Mayormente despejado,1524,Si
Bologna,Ryanair,14:15,15:20,13,1015,5,N,10000,Mayormente despejado,1524,Si
Paris,Air Europa,14:20,14:18,13,1015,5,N,10000,Mayormente despejado,1524,No
Paris,Air France,14:20,14:18,13,1015,5,N,10000,Mayormente despejado,1524,No
Paris,Aeromexico,14:20,14:18,13,1015,5,N,10000,Mayormente despejado,1524,No
Dubai,Emirates,14:25,14:24,13,1015,5,N,10000,Mayormente despejado,1524,No
Dubai,Qantas,14:25,14:24,13,1015,5,N,10000,Mayormente despejado,1524,No
Mexico City,Aeromexico,14:30,14:25,14,1014,11,O,10000,Mayormente despejado,1524,No
Mexico City,El Al,14:30,14:25,14,1014,11,O,10000,Mayormente despejado,1524,No
Mexico City,Aeroflot,14:30,14:25,14,1014,11,O,10000,Mayormente despejado,1524,No
Mexico City,Air Europa,14:30,14:25,14,1014,11,O,10000,Mayormente despejado,1524,No
Barcelona,Iberia,14:30,14:30,14,1014,11,O,10000,Mayormente despejado,1524,No
Barcelona,American Airlines,14:30,14:30,14,1014,11,O,10000,Mayormente despejado,1524,No
Barcelona,Avianca,14:30,14:30,14,1014,11,O,10000,Mayormente despejado,1524,No
Barcelona,LAN Airlines,14:30,14:30,14,1014,11,O,10000,Mayormente despejado,1524,No
Paris,Iberia,14:30,14:28,14,1014,11,O,10000,Mayormente despejado,1524,No
Paris,American Airlines,14:30,14:28,14,1014,11,O,10000,Mayormente despejado,1524,No
Seville,Wasaya Airways,14:40,14:41,14,1014,11,O,10000,Mayormente despejado,1524,Si
Seville,Aeromexico,14:40,14:41,14,1014,11,O,10000,Mayormente despejado,1524,Si
Seville,Etihad Airways,14:40,14:41,14,1014,11,O,10000,Mayormente despejado,1524,Si
Seville,AirSERBIA,14:40,14:41,14,1014,11,O,10000,Mayormente despejado,1524,Si
Seville,Aeroflot,14:40,14:41,14,1014,11,O,10000,Mayormente despejado,1524,Si
Seville,Air Europa,14:40,14:41,14,1014,11,O,10000,Mayormente despejado,1524,Si
Malaga,Wasaya Airways,14:45,14:52,14,1014,11,O,10000,Mayormente despejado,1524,Si
Malaga,Aeromexico,14:45,14:52,14,1014,11,O,10000,Mayormente despejado,1524,Si
Malaga,MEA,14:45,14:52,14,1014,11,O,10000,Mayormente despejado,1524,Si
Malaga,Air Europa,14:45,14:52,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,Iberia,14:45,14:46,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,American Airlines,14:45,14:46,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,British Airways,14:45,14:46,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,Japan Airlines,14:45,14:46,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,LAN Airlines,14:45,14:46,14,1014,11,O,10000,Mayormente despejado,1524,Si
Alicante,Wasaya Airways,14:45,14:45,14,1014,11,O,10000,Mayormente despejado,1524,No
Alicante,Aeromexico,14:45,14:45,14,1014,11,O,10000,Mayormente despejado,1524,No
Alicante,Alitalia,14:45,14:45,14,1014,11,O,10000,Mayormente despejado,1524,No
Alicante,Air Europa,14:45,14:45,14,1014,11,O,10000,Mayormente despejado,1524,No
Cairo,EgyptAir,14:50,15:02,14,1014,11,O,10000,Mayormente despejado,1524,Si
Cairo,TAP Portugal,14:50,15:02,14,1014,11,O,10000,Mayormente despejado,1524,Si
Asturias,Wasaya Airways,14:50,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
Asturias,Aeromexico,14:50,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
Asturias,Etihad Airways,14:50,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
Asturias,Aeroflot,14:50,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
Asturias,Air Europa,14:50,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
Bogota,Avianca,14:55,14:51,14,1014,11,O,10000,Mayormente despejado,1524,No
Bogota,Etihad Airways,14:55,14:51,14,1014,11,O,10000,Mayormente despejado,1524,No
Bogota,Turkish Airlines,14:55,14:51,14,1014,11,O,10000,Mayormente despejado,1524,No
Rome,Air Europa,14:55,14:58,14,1014,11,O,10000,Mayormente despejado,1524,Si
Rome,Aeromexico,14:55,14:58,14,1014,11,O,10000,Mayormente despejado,1524,Si
Rome,Alitalia,14:55,14:58,14,1014,11,O,10000,Mayormente despejado,1524,Si
Rome,Etihad Airways,14:55,14:58,14,1014,11,O,10000,Mayormente despejado,1524,Si
Rome,AirSERBIA,14:55,14:58,14,1014,11,O,10000,Mayormente despejado,1524,Si
Rome,China Eastern Airlines,14:55,14:58,14,1014,11,O,10000,Mayormente despejado,1524,Si
Fes,Ryanair,14:55,15:26,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,Air Europa,14:55,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,Aeromexico,14:55,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
London,China Airlines,14:55,15:00,14,1014,11,O,10000,Mayormente despejado,1524,Si
Santiago de Cuba,Cubana,15:00,14:31,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Barcelona,Vueling,15:00,14:53,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Barcelona,Iberia,15:00,14:53,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Barcelona,Qatar Airways,15:00,14:53,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Munich,Air Europa,15:00,15:07,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Munich,Aeromexico,15:00,15:07,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Munich,Etihad Airways,15:00,15:07,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Munich,China Eastern Airlines,15:00,15:07,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Tenerife,Air Europa,15:00,15:00,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Tenerife,Air France,15:00,15:00,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Tenerife,Aeromexico,15:00,15:00,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Tenerife,Alitalia,15:00,15:00,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Tenerife,KLM,15:00,15:00,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Tenerife,Tarom,15:00,15:00,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Tenerife,Aeroflot,15:00,15:00,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Barcelona,Air Europa,15:00,15:19,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Barcelona,Aeromexico,15:00,15:19,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Barcelona,Delta Air Lines,15:00,15:19,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Barcelona,Etihad Airways,15:00,15:19,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Barcelona,Korean Air,15:00,15:19,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Barcelona,MEA,15:00,15:19,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Barcelona,Saudi Arabian Airlines,15:00,15:19,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Las Palmas,Iberia Express,15:00,14:59,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Las Palmas,Iberia,15:00,14:59,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Amsterdam,Air Europa,15:00,15:13,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Amsterdam,Aeromexico,15:00,15:13,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Amsterdam,Etihad Airways,15:00,15:13,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Amsterdam,Garuda Indonesia,15:00,15:13,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Amsterdam,AirSERBIA,15:00,15:13,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Amsterdam,MEA,15:00,15:13,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Amsterdam,China Eastern Airlines,15:00,15:13,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
Medellin,Air Europa,15:05,15:05,13,1014,7,No wind,10000,Mayormente despejado,1524,No
Las Palmas,Air Europa,15:05,15:29,13,1014,7,No wind,10000,Mayormente despejado,1524,Si
