destino,aerolinea,horaPrevista,horaSalida,temperatura,presion,velocidadViento,direccionViento,visibilidad,tipoNubosidad,alturaNubosidad
Moscow,Aeroflot,00:10,00:06,13,1009,27,SO,10000,Parcialmente nublado,2134
Moscow,Aeromexico,00:10,00:06,13,1009,27,SO,10000,Parcialmente nublado,2134
Moscow,Aerolineas Argentinas,00:10,00:06,13,1009,27,SO,10000,Parcialmente nublado,2134
Moscow,Air Europa,00:10,00:06,13,1009,27,SO,10000,Parcialmente nublado,2134
Lima,LAN Peru,00:40,00:40,13,1010,29,SO,10000,Parcialmente nublado,1829
Lima,Iberia,00:40,00:40,13,1010,29,SO,10000,Parcialmente nublado,1829
Lima,LAN Airlines,00:40,00:40,13,1010,29,SO,10000,Parcialmente nublado,1829
Quito,Plus Ultra,01:05,02:52,13,1010,25,SO,10000,Parcialmente nublado,1829
Quito,Air Europa,01:35,02:42,13,1009,22,SO,10000,Mayormente nublado,610
Porto,White,05:45,05:45,12,1010,13,SO,10000,Mayormente nublado,549
Porto,Air India,05:45,05:45,12,1010,13,SO,10000,Mayormente nublado,549
Porto,El Al,05:45,05:45,12,1010,13,SO,10000,Mayormente nublado,549
Porto,TAP Portugal,05:45,05:45,12,1010,13,SO,10000,Mayormente nublado,549
Amsterdam,KLM,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,China Airlines,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,Delta Air Lines,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,Etihad Airways,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,GOL Transportes Aeros,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,Kenya Airways,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,Xiamen Airlines,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,China Eastern Airlines,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Amsterdam,Ukraine Int. Airlines,06:00,05:57,12,1011,18,SO,10000,Mayormente nublado,610
Kiev,Ryanair,06:10,06:17,12,1011,18,SO,10000,Mayormente nublado,610
Frankfurt,Lufthansa,06:10,06:14,12,1011,18,SO,10000,Mayormente nublado,610
Frankfurt,Air Canada,06:10,06:14,12,1011,18,SO,10000,Mayormente nublado,610
Frankfurt,Austrian Airlines,06:10,06:14,12,1011,18,SO,10000,Mayormente nublado,610
Frankfurt,Singapore Airlines,06:10,06:14,12,1011,18,SO,10000,Mayormente nublado,610
Frankfurt,United Airlines,06:10,06:14,12,1011,18,SO,10000,Mayormente nublado,610
Frankfurt,Oman Air,06:10,06:14,12,1011,18,SO,10000,Mayormente nublado,610
Asturias,Wasaya Airways,06:15,06:16,12,1011,18,SO,10000,Mayormente nublado,610
Asturias,Air Europa,06:15,06:16,12,1011,18,SO,10000,Mayormente nublado,610
London,Ryanair,06:15,06:23,12,1011,18,SO,10000,Mayormente nublado,610
Prague,Ryanair,06:15,06:20,12,1011,18,SO,10000,Mayormente nublado,610
Berlin,Ryanair,06:20,06:25,12,1011,18,SO,10000,Mayormente nublado,610
Seville,Wasaya Airways,06:20,06:28,12,1011,18,SO,10000,Mayormente nublado,610
Seville,Aeromexico,06:20,06:28,12,1011,18,SO,10000,Mayormente nublado,610
Seville,Air Europa,06:20,06:28,12,1011,18,SO,10000,Mayormente nublado,610
Brussels,Brussels Airlines,06:25,06:22,12,1011,18,SO,10000,Mayormente nublado,610
Brussels,Air Canada,06:25,06:22,12,1011,18,SO,10000,Mayormente nublado,610
Brussels,Etihad Airways,06:25,06:22,12,1011,18,SO,10000,Mayormente nublado,610
Brussels,Hainan Airlines,06:25,06:22,12,1011,18,SO,10000,Mayormente nublado,610
Brussels,Lufthansa,06:25,06:22,12,1011,18,SO,10000,Mayormente nublado,610
Brussels,United Airlines,06:25,06:22,12,1011,18,SO,10000,Mayormente nublado,610
Athens,Ryanair,06:25,06:30,12,1011,18,SO,10000,Mayormente nublado,610
Bilbao,Iberia,06:30,06:30,12,1011,11,SO,10000,Mayormente nublado,1067
Barcelona,Vueling,06:30,06:31,12,1011,11,SO,10000,Mayormente nublado,1067
Barcelona,Iberia,06:30,06:31,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Air France,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,China Southern Airlines,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Delta Air Lines,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,GOL Transportes Aeros,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Atlasjet,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Kenya Airways,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Air Mauritius,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,China Eastern Airlines,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Singapore Airlines,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Air Europa,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Paris,Vietnam Airlines,06:40,06:53,12,1011,11,SO,10000,Mayormente nublado,1067
Alicante,Wasaya Airways,06:50,06:46,12,1011,11,SO,10000,Mayormente nublado,1067
Alicante,Aeromexico,06:50,06:46,12,1011,11,SO,10000,Mayormente nublado,1067
Alicante,Air Europa,06:50,06:46,12,1011,11,SO,10000,Mayormente nublado,1067
Valencia,Wasaya Airways,06:50,06:56,12,1011,11,SO,10000,Mayormente nublado,1067
Valencia,Aeromexico,06:50,06:56,12,1011,11,SO,10000,Mayormente nublado,1067
Valencia,Air Europa,06:50,06:56,12,1011,11,SO,10000,Mayormente nublado,1067
London,Iberia,06:50,07:05,12,1011,11,SO,10000,Mayormente nublado,1067
London,American Airlines,06:50,07:05,12,1011,11,SO,10000,Mayormente nublado,1067
London,British Airways,06:50,07:05,12,1011,11,SO,10000,Mayormente nublado,1067
London,Japan Airlines,06:50,07:05,12,1011,11,SO,10000,Mayormente nublado,1067
Las Palmas,Air Europa,07:00,07:06,11,1011,9,O,10000,Mayormente nublado,1067
Las Palmas,Aeromexico,07:00,07:06,11,1011,9,O,10000,Mayormente nublado,1067
Las Palmas,Aerolineas Argentinas,07:00,07:06,11,1011,9,O,10000,Mayormente nublado,1067
Barcelona,Iberia,07:00,07:03,11,1011,9,O,10000,Mayormente nublado,1067
Barcelona,Cathay Pacific,07:00,07:03,11,1011,9,O,10000,Mayormente nublado,1067
Tenerife,Air Europa,07:05,07:03,11,1011,9,O,10000,Mayormente nublado,1067
Tenerife,KLM,07:05,07:03,11,1011,9,O,10000,Mayormente nublado,1067
Malaga,Wasaya Airways,07:05,07:04,11,1011,9,O,10000,Mayormente nublado,1067
Malaga,Aeromexico,07:05,07:04,11,1011,9,O,10000,Mayormente nublado,1067
Malaga,Air Europa,07:05,07:04,11,1011,9,O,10000,Mayormente nublado,1067
Badajoz,Air Nostrum,07:05,07:19,11,1011,9,O,10000,Mayormente nublado,1067
Badajoz,Iberia,07:05,07:19,11,1011,9,O,10000,Mayormente nublado,1067
Ibiza,Ryanair,07:10,07:10,11,1011,9,O,10000,Mayormente nublado,1067
Jerez,Air Nostrum,07:10,07:14,11,1011,9,O,10000,Mayormente nublado,1067
Jerez,American Airlines,07:10,07:14,11,1011,9,O,10000,Mayormente nublado,1067
Jerez,Iberia,07:10,07:14,11,1011,9,O,10000,Mayormente nublado,1067
Bordeaux,Air Nostrum,07:15,07:15,11,1011,9,O,10000,Mayormente nublado,1067
Bordeaux,American Airlines,07:15,07:15,11,1011,9,O,10000,Mayormente nublado,1067
Bordeaux,Iberia,07:15,07:15,11,1011,9,O,10000,Mayormente nublado,1067
Amsterdam,Air Europa,07:15,07:20,11,1011,9,O,10000,Mayormente nublado,1067
Amsterdam,Aeromexico,07:15,07:20,11,1011,9,O,10000,Mayormente nublado,1067
Amsterdam,China Airlines,07:15,07:20,11,1011,9,O,10000,Mayormente nublado,1067
Amsterdam,Delta Air Lines,07:15,07:20,11,1011,9,O,10000,Mayormente nublado,1067
Amsterdam,Garuda Indonesia,07:15,07:20,11,1011,9,O,10000,Mayormente nublado,1067
Amsterdam,KLM,07:15,07:20,11,1011,9,O,10000,Mayormente nublado,1067
Amsterdam,Xiamen Airlines,07:15,07:20,11,1011,9,O,10000,Mayormente nublado,1067
Paris,Air Europa,07:15,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Paris,Air France,07:15,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Paris,Aeromexico,07:15,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Paris,Delta Air Lines,07:15,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Paris,China Eastern Airlines,07:15,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Palma de Mallorca,Iberia Express,07:20,07:18,11,1011,9,O,10000,Mayormente nublado,1067
Palma de Mallorca,American Airlines,07:20,07:18,11,1011,9,O,10000,Mayormente nublado,1067
Palma de Mallorca,Iberia,07:20,07:18,11,1011,9,O,10000,Mayormente nublado,1067
Toulouse,Air Nostrum,07:20,07:15,11,1011,9,O,10000,Mayormente nublado,1067
Toulouse,Iberia,07:20,07:15,11,1011,9,O,10000,Mayormente nublado,1067
A Coruna,Iberia,07:25,07:25,11,1011,9,O,10000,Mayormente nublado,1067
A Coruna,American Airlines,07:25,07:25,11,1011,9,O,10000,Mayormente nublado,1067
Malaga,Iberia Express,07:25,07:25,11,1011,9,O,10000,Mayormente nublado,1067
Malaga,American Airlines,07:25,07:25,11,1011,9,O,10000,Mayormente nublado,1067
Malaga,Iberia,07:25,07:25,11,1011,9,O,10000,Mayormente nublado,1067
Santiago,Iberia Express,07:25,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Santiago,American Airlines,07:25,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Santiago,Iberia,07:25,07:24,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,Iberia,07:25,07:22,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,American Airlines,07:25,07:22,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,LAN Airlines,07:25,07:22,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,Qatar Airways,07:25,07:22,11,1011,9,O,10000,Mayormente nublado,1067
Vigo,Iberia,07:25,07:21,11,1011,9,O,10000,Mayormente nublado,1067
Vigo,American Airlines,07:25,07:21,11,1011,9,O,10000,Mayormente nublado,1067
Vigo,Avianca,07:25,07:21,11,1011,9,O,10000,Mayormente nublado,1067
Munich,Lufthansa,07:25,07:26,11,1011,9,O,10000,Mayormente nublado,1067
Munich,Air Canada,07:25,07:26,11,1011,9,O,10000,Mayormente nublado,1067
Munich,Air China,07:25,07:26,11,1011,9,O,10000,Mayormente nublado,1067
Munich,Austrian Airlines,07:25,07:26,11,1011,9,O,10000,Mayormente nublado,1067
Munich,SAS,07:25,07:26,11,1011,9,O,10000,Mayormente nublado,1067
Munich,Singapore Airlines,07:25,07:26,11,1011,9,O,10000,Mayormente nublado,1067
Las Palmas,Iberia Express,07:25,07:28,11,1011,9,O,10000,Mayormente nublado,1067
Las Palmas,Iberia,07:25,07:28,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,TAP Express,07:25,07:29,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,Azul Brazilian Airlines,07:25,07:29,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,Capital Airlines,07:25,07:29,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,Azores Airlines,07:25,07:29,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,United Airlines,07:25,07:29,11,1011,9,O,10000,Mayormente nublado,1067
Lisbon,TAP Portugal,07:25,07:29,11,1011,9,O,10000,Mayormente nublado,1067
London,EasyJet,07:30,07:29,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Iberia,07:30,07:28,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Avianca,07:30,07:28,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Cathay Pacific,07:30,07:28,11,1011,5,O,10000,Parcialmente nublado,1067
Milan,Air Europa,07:30,07:32,11,1011,5,O,10000,Parcialmente nublado,1067
Milan,Aeromexico,07:30,07:32,11,1011,5,O,10000,Parcialmente nublado,1067
Milan,Alitalia,07:30,07:32,11,1011,5,O,10000,Parcialmente nublado,1067
Milan,MEA,07:30,07:32,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Air Europa,07:30,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Aeromexico,07:30,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Aerolineas Argentinas,07:30,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Delta Air Lines,07:30,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Ethiopian Airlines,07:30,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,China Eastern Airlines,07:30,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Aeroflot,07:30,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Seville,Iberia Express,07:35,07:29,11,1011,5,O,10000,Parcialmente nublado,1067
Seville,American Airlines,07:35,07:29,11,1011,5,O,10000,Parcialmente nublado,1067
Seville,Avianca,07:35,07:29,11,1011,5,O,10000,Parcialmente nublado,1067
Seville,Iberia,07:35,07:29,11,1011,5,O,10000,Parcialmente nublado,1067
Asturias,Iberia,07:35,07:34,11,1011,5,O,10000,Parcialmente nublado,1067
Asturias,American Airlines,07:35,07:34,11,1011,5,O,10000,Parcialmente nublado,1067
Asturias,Avianca,07:35,07:34,11,1011,5,O,10000,Parcialmente nublado,1067
Porto,Iberia,07:35,07:30,11,1011,5,O,10000,Parcialmente nublado,1067
Porto,American Airlines,07:35,07:30,11,1011,5,O,10000,Parcialmente nublado,1067
Bilbao,Iberia,07:40,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Bilbao,American Airlines,07:40,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Bilbao,Avianca,07:40,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Bilbao,LAN Airlines,07:40,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Tenerife,Iberia Express,07:40,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Tenerife,Iberia,07:40,07:40,11,1011,5,O,10000,Parcialmente nublado,1067
Paris,Iberia,07:40,07:43,11,1011,5,O,10000,Parcialmente nublado,1067
Paris,American Airlines,07:40,07:43,11,1011,5,O,10000,Parcialmente nublado,1067
Paris,Avianca,07:40,07:43,11,1011,5,O,10000,Parcialmente nublado,1067
Santander,Iberia,07:40,07:41,11,1011,5,O,10000,Parcialmente nublado,1067
Santander,American Airlines,07:40,07:41,11,1011,5,O,10000,Parcialmente nublado,1067
Alicante,Air Nostrum,07:45,07:55,11,1011,5,O,10000,Parcialmente nublado,1067
Alicante,American Airlines,07:45,07:55,11,1011,5,O,10000,Parcialmente nublado,1067
Alicante,Avianca,07:45,07:55,11,1011,5,O,10000,Parcialmente nublado,1067
Alicante,LAN Airlines,07:45,07:55,11,1011,5,O,10000,Parcialmente nublado,1067
Alicante,Iberia,07:45,07:55,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Vueling,07:45,08:58,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,Iberia,07:45,08:58,11,1011,5,O,10000,Parcialmente nublado,1067
Barcelona,LAN Airlines,07:45,08:58,11,1011,5,O,10000,Parcialmente nublado,1067
London,Air Europa,07:50,07:45,11,1011,5,O,10000,Parcialmente nublado,1067
London,Aeromexico,07:50,07:45,11,1011,5,O,10000,Parcialmente nublado,1067
London,Aerolineas Argentinas,07:50,07:45,11,1011,5,O,10000,Parcialmente nublado,1067
San Sebastian,Air Nostrum,07:55,08:00,11,1011,5,O,10000,Parcialmente nublado,1067
San Sebastian,American Airlines,07:55,08:00,11,1011,5,O,10000,Parcialmente nublado,1067
San Sebastian,Avianca,07:55,08:00,11,1011,5,O,10000,Parcialmente nublado,1067
San Sebastian,LAN Airlines,07:55,08:00,11,1011,5,O,10000,Parcialmente nublado,1067
San Sebastian,Qatar Airways,07:55,08:00,11,1011,5,O,10000,Parcialmente nublado,1067
San Sebastian,Iberia,07:55,08:00,11,1011,5,O,10000,Parcialmente nublado,1067
Tenerife,Norwegian Air International,08:00,07:56,11,1012,13,O,10000,Parcialmente nublado,914
Valencia,Air Nostrum,08:00,08:01,11,1012,13,O,10000,Parcialmente nublado,914
Valencia,American Airlines,08:00,08:01,11,1012,13,O,10000,Parcialmente nublado,914
Valencia,Avianca,08:00,08:01,11,1012,13,O,10000,Parcialmente nublado,914
Valencia,Qatar Airways,08:00,08:01,11,1012,13,O,10000,Parcialmente nublado,914
Valencia,Iberia,08:00,08:01,11,1012,13,O,10000,Parcialmente nublado,914
Barcelona,Iberia,08:00,08:02,11,1012,13,O,10000,Parcialmente nublado,914
Barcelona,American Airlines,08:00,08:02,11,1012,13,O,10000,Parcialmente nublado,914
Barcelona,Avianca,08:00,08:02,11,1012,13,O,10000,Parcialmente nublado,914
Barcelona,Cathay Pacific,08:00,08:02,11,1012,13,O,10000,Parcialmente nublado,914
Bogota,Avianca,08:05,08:05,11,1012,13,O,10000,Parcialmente nublado,914
Bogota,Air China,08:05,08:05,11,1012,13,O,10000,Parcialmente nublado,914
Bogota,Turkish Airlines,08:05,08:05,11,1012,13,O,10000,Parcialmente nublado,914
Frankfurt,Lufthansa,08:10,08:14,11,1012,13,O,10000,Parcialmente nublado,914
Frankfurt,Air Canada,08:10,08:14,11,1012,13,O,10000,Parcialmente nublado,914
Frankfurt,Avianca,08:10,08:14,11,1012,13,O,10000,Parcialmente nublado,914
Frankfurt,Air China,08:10,08:14,11,1012,13,O,10000,Parcialmente nublado,914
Frankfurt,Austrian Airlines,08:10,08:14,11,1012,13,O,10000,Parcialmente nublado,914
Frankfurt,SAS,08:10,08:14,11,1012,13,O,10000,Parcialmente nublado,914
Frankfurt,United Airlines,08:10,08:14,11,1012,13,O,10000,Parcialmente nublado,914
Granada,Air Nostrum,08:10,08:21,11,1012,13,O,10000,Parcialmente nublado,914
Granada,American Airlines,08:10,08:21,11,1012,13,O,10000,Parcialmente nublado,914
Granada,LAN Airlines,08:10,08:21,11,1012,13,O,10000,Parcialmente nublado,914
Granada,Qatar Airways,08:10,08:21,11,1012,13,O,10000,Parcialmente nublado,914
Granada,Iberia,08:10,08:21,11,1012,13,O,10000,Parcialmente nublado,914
Pamplona,Air Nostrum,08:15,08:12,11,1012,13,O,10000,Parcialmente nublado,914
Pamplona,American Airlines,08:15,08:12,11,1012,13,O,10000,Parcialmente nublado,914
Pamplona,Avianca,08:15,08:12,11,1012,13,O,10000,Parcialmente nublado,914
Pamplona,LAN Airlines,08:15,08:12,11,1012,13,O,10000,Parcialmente nublado,914
Pamplona,Qatar Airways,08:15,08:12,11,1012,13,O,10000,Parcialmente nublado,914
Pamplona,Iberia,08:15,08:12,11,1012,13,O,10000,Parcialmente nublado,914
London,Iberia,08:15,08:18,11,1012,13,O,10000,Parcialmente nublado,914
London,American Airlines,08:15,08:18,11,1012,13,O,10000,Parcialmente nublado,914
London,British Airways,08:15,08:18,11,1012,13,O,10000,Parcialmente nublado,914
London,LAN Airlines,08:15,08:18,11,1012,13,O,10000,Parcialmente nublado,914
Doha,Qatar Airways,08:20,08:38,11,1012,13,O,10000,Parcialmente nublado,914
Doha,Iberia,08:20,08:38,11,1012,13,O,10000,Parcialmente nublado,914
Barcelona,Iberia,08:30,09:45,11,1012,16,SO,10000,Mayormente despejado,914
Barcelona,Avianca,08:30,09:45,11,1012,16,SO,10000,Mayormente despejado,914
Barcelona,Cathay Pacific,08:30,09:45,11,1012,16,SO,10000,Mayormente despejado,914
Palma de Mallorca,Iberia Express,08:35,08:37,11,1012,16,SO,10000,Mayormente despejado,914
Palma de Mallorca,Iberia,08:35,08:37,11,1012,16,SO,10000,Mayormente despejado,914
Rome,Iberia,08:40,08:36,11,1012,16,SO,10000,Mayormente despejado,914
Rome,American Airlines,08:40,08:36,11,1012,16,SO,10000,Mayormente despejado,914
Rome,Meridiana,08:40,08:36,11,1012,16,SO,10000,Mayormente despejado,914
Rome,LAN Airlines,08:40,08:36,11,1012,16,SO,10000,Mayormente despejado,914
Berlin,Iberia Express,08:40,08:40,11,1012,16,SO,10000,Mayormente despejado,914
Berlin,American Airlines,08:40,08:40,11,1012,16,SO,10000,Mayormente despejado,914
Berlin,Iberia,08:40,08:40,11,1012,16,SO,10000,Mayormente despejado,914
Tenerife,Iberia Express,08:40,08:40,11,1012,16,SO,10000,Mayormente despejado,914
Tenerife,Iberia,08:40,08:40,11,1012,16,SO,10000,Mayormente despejado,914
Las Palmas,Iberia Express,08:40,08:37,11,1012,16,SO,10000,Mayormente despejado,914
Las Palmas,American Airlines,08:40,08:37,11,1012,16,SO,10000,Mayormente despejado,914
Las Palmas,Iberia,08:40,08:37,11,1012,16,SO,10000,Mayormente despejado,914
Las Palmas,Binter Canarias,08:40,08:37,11,1012,16,SO,10000,Mayormente despejado,914
Palma de Mallorca,Ryanair,08:40,08:50,11,1012,16,SO,10000,Mayormente despejado,914
Dusseldorf,Iberia,08:40,08:51,11,1012,16,SO,10000,Mayormente despejado,914
Dusseldorf,American Airlines,08:40,08:51,11,1012,16,SO,10000,Mayormente despejado,914
Dusseldorf,Air Baltic,08:40,08:51,11,1012,16,SO,10000,Mayormente despejado,914
Vienna,Iberia,08:40,08:48,11,1012,16,SO,10000,Mayormente despejado,914
Vienna,American Airlines,08:40,08:48,11,1012,16,SO,10000,Mayormente despejado,914
Lyon,Iberia Express,08:45,08:45,11,1012,16,SO,10000,Mayormente despejado,914
Lyon,Iberia,08:45,08:45,11,1012,16,SO,10000,Mayormente despejado,914
Frankfurt,Air Nostrum,08:45,08:45,11,1012,16,SO,10000,Mayormente despejado,914
Frankfurt,American Airlines,08:45,08:45,11,1012,16,SO,10000,Mayormente despejado,914
Frankfurt,Air Baltic,08:45,08:45,11,1012,16,SO,10000,Mayormente despejado,914
Frankfurt,Iberia,08:45,08:45,11,1012,16,SO,10000,Mayormente despejado,914
Munich,Iberia,08:45,08:43,11,1012,16,SO,10000,Mayormente despejado,914
Munich,American Airlines,08:45,08:43,11,1012,16,SO,10000,Mayormente despejado,914
Munich,Air Baltic,08:45,08:43,11,1012,16,SO,10000,Mayormente despejado,914
Brussels,Iberia,08:45,08:49,11,1012,16,SO,10000,Mayormente despejado,914
Brussels,American Airlines,08:45,08:49,11,1012,16,SO,10000,Mayormente despejado,914
Brussels,Finnair,08:45,08:49,11,1012,16,SO,10000,Mayormente despejado,914
Brussels,Air Baltic,08:45,08:49,11,1012,16,SO,10000,Mayormente despejado,914
Brussels,LAN Airlines,08:45,08:49,11,1012,16,SO,10000,Mayormente despejado,914
A Coruna,Air Nostrum,08:50,08:38,11,1012,16,SO,10000,Mayormente despejado,914
A Coruna,American Airlines,08:50,08:38,11,1012,16,SO,10000,Mayormente despejado,914
A Coruna,Qatar Airways,08:50,08:38,11,1012,16,SO,10000,Mayormente despejado,914
A Coruna,Iberia,08:50,08:38,11,1012,16,SO,10000,Mayormente despejado,914
Naples,Iberia Express,08:50,08:49,11,1012,16,SO,10000,Mayormente despejado,914
Naples,Iberia,08:50,08:49,11,1012,16,SO,10000,Mayormente despejado,914
Zurich,Iberia,08:50,08:50,11,1012,16,SO,10000,Mayormente despejado,914
Zurich,American Airlines,08:50,08:50,11,1012,16,SO,10000,Mayormente despejado,914
Milan,Iberia,08:50,08:58,11,1012,16,SO,10000,Mayormente despejado,914
Milan,American Airlines,08:50,08:58,11,1012,16,SO,10000,Mayormente despejado,914
Milan,Meridiana,08:50,08:58,11,1012,16,SO,10000,Mayormente despejado,914
London,Iberia Express,08:50,08:53,11,1012,16,SO,10000,Mayormente despejado,914
London,British Airways,08:50,08:53,11,1012,16,SO,10000,Mayormente despejado,914
London,Iberia,08:50,08:53,11,1012,16,SO,10000,Mayormente despejado,914
Hamburg,Iberia,08:50,08:58,11,1012,16,SO,10000,Mayormente despejado,914
London,Iberia,09:00,09:00,11,1012,16,SO,10000,Mayormente despejado,914
London,American Airlines,09:00,09:00,11,1012,16,SO,10000,Mayormente despejado,914
London,British Airways,09:00,09:00,11,1012,16,SO,10000,Mayormente despejado,914
London,Japan Airlines,09:00,09:00,11,1012,16,SO,10000,Mayormente despejado,914
Santiago,Ryanair,09:00,08:56,11,1012,16,SO,10000,Mayormente despejado,914
Turin,Air Nostrum,09:05,09:00,11,1012,16,SO,10000,Mayormente despejado,914
Turin,American Airlines,09:05,09:00,11,1012,16,SO,10000,Mayormente despejado,914
Turin,LAN Airlines,09:05,09:00,11,1012,16,SO,10000,Mayormente despejado,914
Turin,Iberia,09:05,09:00,11,1012,16,SO,10000,Mayormente despejado,914
Barcelona,Vueling,09:05,09:10,11,1012,16,SO,10000,Mayormente despejado,914
Barcelona,Iberia,09:05,09:10,11,1012,16,SO,10000,Mayormente despejado,914
Tel Aviv,Air Europa,09:05,09:14,11,1012,16,SO,10000,Mayormente despejado,914
Almeria,Air Nostrum,09:10,09:17,11,1012,16,SO,10000,Mayormente despejado,914
Almeria,American Airlines,09:10,09:17,11,1012,16,SO,10000,Mayormente despejado,914
Almeria,Qatar Airways,09:10,09:17,11,1012,16,SO,10000,Mayormente despejado,914
Almeria,Iberia,09:10,09:17,11,1012,16,SO,10000,Mayormente despejado,914
Venice,Iberia,09:20,09:20,11,1012,16,SO,10000,Mayormente despejado,914
Venice,American Airlines,09:20,09:20,11,1012,16,SO,10000,Mayormente despejado,914
Florence,Iberia,09:20,09:18,11,1012,16,SO,10000,Mayormente despejado,914
Porto,Ryanair,09:20,09:16,11,1012,16,SO,10000,Mayormente despejado,914
Marseille,Air Nostrum,09:20,09:10,11,1012,16,SO,10000,Mayormente despejado,914
Marseille,American Airlines,09:20,09:10,11,1012,16,SO,10000,Mayormente despejado,914
Marseille,Iberia,09:20,09:10,11,1012,16,SO,10000,Mayormente despejado,914
Paris,Iberia,09:25,09:25,11,1012,16,SO,10000,Mayormente despejado,914
Paris,American Airlines,09:25,09:25,11,1012,16,SO,10000,Mayormente despejado,914
Bologna,Air Nostrum,09:25,09:35,11,1012,16,SO,10000,Mayormente despejado,914
Bologna,American Airlines,09:25,09:35,11,1012,16,SO,10000,Mayormente despejado,914
Bologna,LAN Airlines,09:25,09:35,11,1012,16,SO,10000,Mayormente despejado,914
Bologna,Iberia,09:25,09:35,11,1012,16,SO,10000,Mayormente despejado,914
San Sebastian,Air Nostrum,09:30,09:40,11,1013,20,SO,10000,Parcialmente nublado,366
San Sebastian,American Airlines,09:30,09:40,11,1013,20,SO,10000,Parcialmente nublado,366
San Sebastian,Avianca,09:30,09:40,11,1013,20,SO,10000,Parcialmente nublado,366
San Sebastian,British Airways,09:30,09:40,11,1013,20,SO,10000,Parcialmente nublado,366
San Sebastian,Qatar Airways,09:30,09:40,11,1013,20,SO,10000,Parcialmente nublado,366
San Sebastian,Iberia,09:30,09:40,11,1013,20,SO,10000,Parcialmente nublado,366
Barcelona,Iberia,09:30,09:33,11,1013,20,SO,10000,Parcialmente nublado,366
Barcelona,American Airlines,09:30,09:33,11,1013,20,SO,10000,Parcialmente nublado,366
Barcelona,Avianca,09:30,09:33,11,1013,20,SO,10000,Parcialmente nublado,366
Nice,Air Nostrum,09:35,09:32,11,1013,20,SO,10000,Parcialmente nublado,366
Nice,American Airlines,09:35,09:32,11,1013,20,SO,10000,Parcialmente nublado,366
